,name,trajectory,steps
14,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [5, 10], [4, 10], [3, 10], [4, 10], [4, 11], [4, 12], [3, 12], [3, 13], [3, 14], [2, 14], [1, 14], [1, 13]]",17
15,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [5, 10], [6, 10], [5, 10], [4, 10], [4, 11], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",15
16,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [8, 6], [8, 7], [8, 8], [8, 9], [9, 9], [8, 9], [8, 10], [8, 11], [8, 10], [8, 11], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",21
17,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12], [4, 12], [5, 12], [4, 12], [5, 12], [4, 12], [4, 13], [5, 13], [4, 13], [4, 12], [3, 12], [3, 13], [3, 14], [2, 14], [1, 14], [1, 13]]",23
18,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11], [0, 11], [0, 12], [0, 13], [1, 13]]",15
19,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [4, 9], [3, 9], [3, 10], [3, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",15
20,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10], [4, 11], [3, 11], [2, 11], [2, 12], [2, 13], [1, 13]]",13
21,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13], [1, 13]]",13
22,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10], [3, 10], [2, 10], [2, 11], [2, 12], [1, 12], [1, 13]]",13
23,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [5, 10], [4, 10], [3, 10], [2, 10], [1, 10], [0, 10], [0, 10], [0, 11], [1, 11], [0, 11], [0, 12], [0, 13], [1, 13]]",18
24,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11], [5, 11], [4, 11], [4, 12], [3, 12], [4, 12], [4, 13], [4, 14], [3, 14], [2, 14], [2, 13], [1, 13]]",19
25,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10], [2, 10], [1, 10], [1, 11], [0, 11], [1, 11], [1, 12], [1, 13]]",15
26,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12], [4, 12], [3, 12], [2, 12], [2, 13], [1, 13]]",13
27,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",13
28,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [4, 10], [5, 10], [5, 11], [4, 11], [4, 12], [4, 13], [3, 13], [3, 14], [3, 14], [4, 14], [3, 14], [3, 14], [2, 14], [1, 14], [1, 13]]",21
29,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 6], [6, 7], [5, 7], [5, 8], [4, 8], [3, 8], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11], [1, 12], [1, 13]]",15
30,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [2, 10], [2, 11], [2, 12], [2, 13], [1, 13]]",13
31,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [6, 6], [5, 6], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [3, 10], [2, 10], [2, 11], [1, 11], [1, 12], [1, 13]]",15
32,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [5, 10], [4, 10], [4, 11], [4, 10], [3, 10], [3, 11], [4, 11], [4, 12], [3, 12], [2, 12], [2, 13], [1, 13]]",17
33,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [8, 6], [7, 6], [7, 7], [7, 6], [6, 6], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",19
34,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [5, 9], [5, 10], [4, 10], [4, 11], [4, 12], [4, 11], [3, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",15
35,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [4, 10], [3, 10], [3, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",13
36,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [5, 11], [5, 12], [4, 12], [3, 12], [3, 11], [3, 12], [2, 12], [2, 11], [2, 12], [2, 13], [1, 13]]",17
37,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 7], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [4, 11], [4, 12], [3, 12], [3, 13], [4, 13], [3, 13], [3, 12], [2, 12], [2, 13], [1, 13]]",19
38,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [6, 6], [6, 7], [5, 7], [4, 7], [4, 6], [3, 6], [3, 7], [3, 8], [2, 8], [1, 8], [0, 8], [0, 9], [0, 9], [0, 9], [0, 10], [0, 11], [0, 12], [0, 12], [0, 13], [1, 13]]",22
39,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [2, 10], [3, 10], [4, 10], [3, 10], [2, 10], [2, 11], [2, 12], [2, 13], [1, 13]]",17
40,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [3, 11], [3, 12], [3, 13], [2, 13], [1, 13]]",15
41,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [2, 8], [2, 9], [2, 10], [2, 11], [1, 11], [1, 12], [1, 13]]",13
42,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [7, 7], [7, 6], [7, 7], [7, 8], [6, 8], [6, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11], [4, 12], [5, 12], [4, 12], [3, 12], [2, 12], [2, 13], [1, 13]]",23
43,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [9, 7], [9, 8], [8, 8], [7, 8], [7, 9], [6, 9], [5, 9], [5, 10], [5, 11], [4, 11], [3, 11], [3, 12], [2, 12], [2, 13], [1, 13]]",17
44,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [7, 7], [6, 7], [6, 8], [6, 7], [6, 8], [6, 7], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [4, 11], [3, 11], [3, 12], [2, 12], [2, 13], [1, 13]]",19
45,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [5, 11], [4, 11], [4, 12], [4, 13], [3, 13], [2, 13], [1, 13]]",13
46,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [7, 7], [8, 7], [7, 7], [7, 8], [7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13], [1, 13]]",19
47,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [3, 10], [3, 11], [3, 12], [3, 13], [2, 13], [1, 13]]",13
48,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [8, 6], [9, 6], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10], [10, 9], [9, 9], [9, 8], [9, 7], [10, 7], [11, 7], [11, 8], [10, 8], [9, 8], [10, 8], [9, 8], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [4, 10], [4, 11], [3, 11], [3, 12], [2, 12], [3, 12], [3, 13], [2, 13], [1, 13]]",37
49,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [9, 7], [9, 8], [9, 7], [8, 7], [8, 6], [8, 5], [9, 5], [8, 5], [9, 5], [9, 4], [8, 4], [8, 3], [8, 4], [9, 4], [9, 5], [10, 5], [10, 6], [10, 7], [11, 7], [11, 8], [10, 8], [11, 8], [11, 7], [12, 7], [13, 7], [13, 6], [13, 7], [12, 7], [11, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 7], [12, 6], [11, 6], [10, 6], [11, 6], [11, 7], [11, 6], [12, 6], [12, 7], [12, 8], [12, 9], [12, 8], [12, 9], [12, 10], [11, 10], [11, 11], [11, 10], [10, 10], [10, 9], [10, 10], [11, 10], [11, 11], [11, 10], [11, 9], [12, 9], [12, 10], [12, 9], [11, 9], [11, 10], [11, 11], [10, 11], [10, 12], [10, 13], [10, 12], [11, 12], [12, 12], [13, 12], [14, 12], [14, 13], [13, 13], [13, 14], [12, 14], [11, 14], [12, 14], [11, 14], [11, 13], [12, 13], [12, 14], [11, 14], [11, 14], [10, 14], [10, 14], [10, 14], [10, 14], [9, 14], [8, 14], [7, 14], [6, 14], [5, 14], [5, 13], [5, 14], [5, 14], [5, 14], [5, 14], [5, 14], [4, 14], [3, 14], [3, 13], [3, 14], [3, 13], [2, 13], [1, 13]]",107
50,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [5, 10], [4, 10], [3, 10], [2, 10], [1, 10], [1, 11], [1, 12], [1, 13]]",13
51,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10], [2, 10], [2, 11], [3, 11], [3, 10], [2, 10], [2, 9], [1, 9], [0, 9], [0, 10], [1, 10], [0, 10], [0, 11], [1, 11], [2, 11], [2, 12], [2, 13], [1, 13]]",25
52,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [5, 10], [5, 11], [4, 11], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",13
53,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [5, 10], [5, 11], [4, 11], [3, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",13
54,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 6], [6, 7], [5, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [2, 9], [3, 9], [3, 10], [4, 10], [4, 11], [3, 11], [4, 11], [3, 11], [3, 12], [2, 12], [1, 12], [1, 13]]",23
55,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [7, 5], [7, 6], [6, 6], [6, 5], [7, 5], [8, 5], [7, 5], [8, 5], [8, 6], [8, 7], [8, 8], [9, 8], [9, 9], [8, 9], [7, 9], [7, 10], [6, 10], [6, 11], [5, 11], [5, 12], [4, 12], [5, 12], [5, 11], [5, 12], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",31
56,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [7, 8], [6, 8], [5, 8], [5, 9], [5, 10], [4, 10], [4, 11], [4, 12], [3, 12], [3, 11], [3, 12], [2, 12], [2, 13], [1, 13]]",17
57,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [5, 10], [6, 10], [5, 10], [4, 10], [5, 10], [5, 11], [5, 12], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",17
58,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10], [3, 11], [3, 12], [3, 13], [2, 13], [1, 13]]",13
59,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10], [3, 10], [3, 11], [3, 12], [2, 12], [1, 12], [1, 13]]",13
60,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [8, 6], [9, 6], [9, 7], [9, 6], [10, 6], [10, 5], [11, 5], [10, 5], [10, 4], [10, 3], [11, 3], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6], [11, 5], [11, 4], [12, 4], [13, 4], [12, 4], [13, 4], [13, 3], [13, 2], [12, 2], [11, 2], [11, 3], [10, 3], [10, 4], [9, 4], [9, 3], [10, 3], [11, 3], [12, 3], [12, 4], [11, 4], [10, 4], [10, 5], [10, 6], [10, 7], [9, 7], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [4, 10], [3, 10], [2, 10], [1, 10], [0, 10], [1, 10], [1, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",61
61,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 7], [4, 8], [3, 8], [3, 9], [2, 9], [2, 10], [2, 11], [1, 11], [1, 12], [1, 13]]",15
62,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [5, 11], [5, 12], [4, 12], [4, 13], [3, 13], [3, 12], [2, 12], [1, 12], [1, 13]]",15
63,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [3, 8], [3, 9], [3, 10], [3, 11], [2, 11], [1, 11], [1, 12], [1, 13]]",13
64,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [7, 5], [6, 5], [6, 6], [6, 5], [6, 6], [6, 7], [5, 7], [6, 7], [5, 7], [5, 8], [5, 9], [4, 9], [3, 9], [3, 10], [3, 11], [3, 12], [2, 12], [2, 13], [1, 13]]",21
65,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [6, 8], [6, 9], [6, 8], [6, 9], [5, 9], [5, 10], [5, 11], [5, 12], [5, 13], [4, 13], [4, 12], [3, 12], [2, 12], [2, 13], [1, 13]]",17
66,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [7, 10], [7, 9], [7, 10], [6, 10], [5, 10], [5, 11], [4, 11], [3, 11], [3, 12], [2, 12], [1, 12], [1, 13]]",15
67,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [7, 7], [8, 7], [8, 8], [7, 8], [7, 7], [8, 7], [9, 7], [9, 6], [8, 6], [8, 5], [9, 5], [9, 4], [10, 4], [11, 4], [11, 3], [12, 3], [12, 2], [13, 2], [14, 2], [14, 3], [14, 2], [14, 1], [14, 2], [14, 1], [14, 1], [14, 1], [14, 0], [14, 0], [14, 0], [14, 0], [14, 1], [14, 0], [14, 0], [14, 1], [14, 0], [14, 0], [14, 0], [13, 0], [13, 1], [13, 0], [14, 0], [14, 0], [13, 0], [14, 0], [13, 0], [14, 0], [14, 0], [13, 0], [13, 0], [14, 0], [14, 0], [14, 1], [13, 1], [13, 0], [12, 0], [11, 0], [11, 0], [12, 0], [13, 0], [14, 0], [14, 0], [13, 0], [13, 0], [14, 0], [14, 0], [14, 1], [14, 2], [14, 2], [14, 2], [14, 2], [14, 1], [13, 1], [12, 1], [12, 0], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [8, 0], [9, 0], [10, 0], [10, 0], [11, 0], [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [6, 0], [7, 0], [7, 1], [7, 2], [8, 2], [8, 1], [7, 1], [7, 0], [7, 1], [8, 1], [8, 2], [8, 3], [8, 4], [8, 5], [7, 5], [7, 6], [7, 5], [7, 4], [6, 4], [6, 3], [7, 3], [6, 3], [6, 4], [6, 3], [6, 2], [7, 2], [8, 2], [8, 1], [8, 0], [8, 0], [9, 0], [8, 0], [7, 0], [7, 0], [8, 0], [9, 0], [9, 0], [8, 0], [8, 1], [7, 1], [8, 1], [8, 0], [8, 0], [8, 1], [8, 0], [8, 0], [8, 0], [8, 0], [8, 0], [7, 0], [7, 1], [6, 1], [7, 1], [7, 0], [7, 1], [6, 1], [6, 0], [7, 0], [8, 0], [8, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 1], [9, 1], [10, 1], [11, 1], [11, 2], [11, 3], [12, 3], [11, 3], [11, 2], [12, 2], [12, 1], [13, 1], [13, 0], [12, 0], [12, 1], [11, 1], [10, 1], [11, 1], [10, 1], [11, 1], [12, 1], [12, 2], [12, 3], [13, 3], [13, 2], [13, 1], [13, 0], [12, 0], [12, 1], [13, 1], [13, 2], [13, 3], [13, 4], [13, 5], [13, 4], [13, 3], [13, 2], [14, 2], [14, 1], [14, 0], [14, 0], [14, 0], [14, 1], [13, 1], [13, 2], [13, 3], [13, 4], [13, 3], [13, 2], [13, 1], [13, 0], [14, 0], [14, 0], [14, 1], [14, 2], [13, 2], [14, 2], [14, 3], [13, 3], [14, 3], [13, 3], [13, 4], [14, 4], [14, 3], [13, 3], [12, 3], [12, 4], [13, 4], [12, 4], [12, 5], [12, 4], [12, 5], [12, 6], [11, 6], [10, 6], [11, 6], [11, 7], [10, 7], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [4, 11], [4, 12], [4, 13], [4, 14], [4, 13], [4, 14], [3, 14], [2, 14], [1, 14], [1, 13]]",254
68,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [8, 8], [8, 7], [8, 8], [8, 9], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",17
69,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [3, 9], [2, 9], [2, 10], [1, 10], [1, 11], [1, 12], [1, 13]]",13
70,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [6, 6], [6, 7], [6, 8], [6, 9], [6, 8], [6, 9], [6, 10], [5, 10], [5, 11], [5, 12], [4, 12], [3, 12], [3, 13], [2, 13], [1, 13]]",17
71,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [8, 7], [8, 6], [7, 6], [7, 7], [7, 8], [8, 8], [8, 9], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [4, 11], [3, 11], [3, 12], [2, 12], [2, 13], [1, 13]]",19
72,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [9, 8], [9, 7], [9, 8], [10, 8], [9, 8], [9, 7], [8, 7], [8, 8], [8, 7], [8, 6], [9, 6], [9, 5], [9, 6], [9, 5], [9, 4], [10, 4], [9, 4], [9, 3], [9, 4], [8, 4], [9, 4], [9, 3], [10, 3], [10, 4], [10, 5], [11, 5], [12, 5], [12, 6], [12, 5], [11, 5], [11, 6], [10, 6], [10, 7], [10, 6], [11, 6], [11, 5], [11, 6], [11, 5], [11, 6], [12, 6], [12, 7], [13, 7], [13, 6], [12, 6], [13, 6], [13, 7], [13, 8], [14, 8], [13, 8], [12, 8], [12, 9], [13, 9], [13, 8], [13, 7], [13, 6], [13, 7], [13, 8], [13, 9], [14, 9], [13, 9], [13, 8], [14, 8], [14, 7], [14, 7], [14, 6], [14, 6], [13, 6], [13, 7], [12, 7], [13, 7], [14, 7], [13, 7], [12, 7], [12, 6], [12, 5], [13, 5], [13, 6], [14, 6], [14, 7], [13, 7], [13, 6], [14, 6], [13, 6], [12, 6], [11, 6], [11, 5], [11, 6], [12, 6], [12, 7], [13, 7], [12, 7], [11, 7], [11, 8], [11, 9], [11, 8], [11, 7], [11, 8], [10, 8], [10, 9], [10, 10], [9, 10], [9, 11], [8, 11], [8, 12], [7, 12], [6, 12], [5, 12], [4, 12], [4, 13], [4, 12], [3, 12], [3, 13], [2, 13], [1, 13]]",119
73,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 6], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [4, 11], [4, 12], [4, 13], [4, 12], [3, 12], [3, 13], [3, 14], [2, 14], [2, 13], [1, 13]]",19
74,maxRolloutSteps20_numSimulations400_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [3, 11], [3, 10], [3, 11], [2, 11], [2, 12], [1, 12], [1, 13]]",15
